DJI_0631.JPG	11543	2524	-0.339752	-0.205035	130	114	114
DJI_0631.JPG	11541	5819	0.235744	-0.231008	22	10	10
DJI_0631.JPG	11547	3988	-0.0645858	-0.258037	132	117	114
DJI_0631.JPG	4020	2765	-0.0655019	-0.132609	110	96	96
DJI_0631.JPG	4028	5740	-0.0939191	-0.235282	127	113	112
DJI_0631.JPG	4029	2395	-0.208541	-0.154244	25	9	9
DJI_0631.JPG	11382	3072	-0.429707	-0.184538	39	23	23
DJI_0631.JPG	5989	601	0.0667187	-0.185143	125	113	113
DJI_0631.JPG	5983	647	-0.045558	-0.156433	25	15	16
DJI_0631.JPG	10891	723	-0.440854	-0.0894375	121	106	103
DJI_0631.JPG	10896	1156	0.0112218	-0.0723135	24	13	11
DJI_0631.JPG	7840	25	-0.238605	-0.0463337	119	104	99
DJI_0631.JPG	344	4224	-0.477444	-0.0955058	127	109	109
DJI_0631.JPG	7514	2553	-0.121384	-0.190175	36	24	24
DJI_0631.JPG	7512	585	-0.00811137	-0.138399	48	36	36
DJI_0631.JPG	3999	2204	-0.134901	-0.141243	129	117	117
DJI_0631.JPG	3996	546	-0.147556	-0.0845427	114	100	97
DJI_0631.JPG	3994	333	-0.162104	-0.188163	38	26	26
DJI_0631.JPG	349	1784	-0.0294519	-0.289358	43	27	27
DJI_0631.JPG	6155	24	0.267394	-0.0436875	122	106	106
DJI_0631.JPG	6157	208	-0.0801619	-0.137655	121	109	109
DJI_0631.JPG	4733	377	-0.271612	-0.236539	118	104	104
DJI_0631.JPG	6794	5399	-0.16401	-0.293505	86	74	76
DJI_0631.JPG	6795	105	-0.104422	-0.128766	123	109	109
DJI_0631.JPG	10963	1206	0.357906	-0.0842664	49	37	37
DJI_0631.JPG	2317	3560	0.242087	-0.0356263	124	110	109
DJI_0631.JPG	2314	5475	-0.189615	-0.141303	44	33	31
DJI_0631.JPG	2315	3309	0.304055	-0.0536247	42	27	24
DJI_0631.JPG	6798	1655	0.173918	-0.119114	28	14	13
DJI_0631.JPG	4527	414	-0.231371	-0.144704	35	21	20
DJI_0631.JPG	2184	2210	0.120659	-0.00985331	48	34	31
DJI_0631.JPG	5857	2011	0.314541	-0.202878	141	127	126
DJI_0631.JPG	299	150	0.378492	-0.201864	119	107	109
DJI_0631.JPG	296	1812	0.00703679	-0.208329	118	104	104
DJI_0631.JPG	270	2503	0.0334901	-0.238361	113	99	98
DJI_0631.JPG	4654	5314	-0.355877	-0.115966	67	51	51
DJI_0631.JPG	4650	3649	0.125552	-0.172539	33	21	23
DJI_0631.JPG	4653	5309	-0.0258481	-0.173452	49	35	35
DJI_0631.JPG	4652	188	0.38283	-0.241231	129	113	113
DJI_0631.JPG	6359	5463	-0.0878016	-0.0249943	33	19	18
DJI_0631.JPG	4658	1056	0.178806	-0.0661002	26	12	11
DJI_0631.JPG	8759	4033	-0.399921	-0.183905	119	105	104
DJI_0631.JPG	12018	513	-0.29371	-0.269219	120	105	102
DJI_0631.JPG	12017	5859	-0.14602	-0.23836	114	100	99
DJI_0631.JPG	8209	3886	0.181341	-0.166901	36	22	21
DJI_0631.JPG	12012	1334	0.4057	-0.0992846	121	107	104
DJI_0631.JPG	7889	1265	0.366717	-0.159657	135	119	119
DJI_0631.JPG	2269	972	0.444025	-0.248705	36	21	18
DJI_0631.JPG	7880	391	-0.0801619	-0.137655	121	109	109
