# Bundle file v0.3
77 8714
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
-0.0638352828169 0.951085935174 0.302259161287
-0.854994139614 -0.208329076275 0.474956858256
0.514694159569 -0.228110806173 0.826471646346
30.1635865787 22.2496801371 -19.157769698
1376.48278822 -0.00865396690767 0.0119889372136
0.898919997032 0.377991607305 0.221506622347
-0.360861486871 0.352105880835 0.863597380713
0.248438777628 -0.856238163999 0.452917630792
-10.5349168991 13.8259835267 -46.3921351638
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
-0.987222321688 -0.0169802883183 -0.158441652887
0.000349890072426 -0.994534823793 0.104404797978
-0.159348564907 0.103015309894 0.981832918978
30.1576570974 39.833747251 -12.2362175496
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
0.290606489378 -0.780881932528 -0.552965890252
-0.476287240583 0.383170515814 -0.791410652107
0.829878504836 0.49335966927 -0.260572262431
-3.416506201 -16.9585711919 -51.5868240276
1376.48278822 -0.00865396690767 0.0119889372136
-0.975418088379 -0.126342331107 -0.180546858833
0.108433464821 -0.9884498114 0.105873292429
-0.191837787129 0.0836934030461 0.97785156221
-54.702919 32.6986529054 -30.3341317307
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
0.223214019334 -0.927341885709 -0.300354005438
0.674376801314 -0.0755736228424 0.734509739472
-0.7038404872 -0.366504644636 0.608508762499
-14.6832983016 -45.8097222545 32.7244470702
1376.48278822 -0.00865396690767 0.0119889372136
0.99400167672 -0.0560777342258 0.093893313931
-0.0239894859522 0.725823564485 0.687462477377
-0.106701317895 -0.685591307531 0.720124564084
-8.66189085505 -3.75838184127 -10.4882598228
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
0.992117675716 -0.0937880584018 0.0831042576128
0.00952071668475 0.717691220991 0.69629639326
-0.124947482912 -0.690016747198 0.712927075583
67.0771410104 12.9142792673 -15.0428446942
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
-0.10862210056 -0.930778751027 -0.34907328157
0.848126139097 -0.269941504904 0.455865809325
-0.518539575588 -0.246541072777 0.818739401753
15.8561176575 32.0524096956 -21.0396406493
1376.48278822 -0.00865396690767 0.0119889372136
0.113460123516 -0.94037381853 -0.320661631311
0.854908224738 -0.0720383344383 0.51375325366
-0.506220038765 -0.332426773583 0.795759833466
32.0265869394 24.5561040877 -2.01736722017
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
-0.973843139107 -0.137616266012 -0.180807366395
0.11616225972 -0.985414096168 0.124359915124
-0.195284074698 0.100104057869 0.975624573167
5.69508633319 26.5028210242 -25.761936392
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
0.990433780492 0.0589553167579 0.124760559019
-0.128817742052 0.719150126298 0.682809699095
-0.0494663096801 -0.692349165141 0.719865069117
-13.067597811 11.7553622769 3.2511476673
1376.48278822 -0.00865396690767 0.0119889372136
0.991039719809 0.0539241656174 0.122198437487
-0.123413477051 0.7195797074 0.683355074892
-0.0510821636575 -0.692312956011 0.719787040377
2.42676442062 13.015917283 0.438300417947
1376.48278822 -0.00865396690767 0.0119889372136
-0.114488251296 -0.929926927749 -0.349468667212
0.848467935971 -0.274506624947 0.452491187194
-0.516715203902 -0.244708034007 0.82044096445
14.4898382107 21.2548934221 -15.8212420882
1376.48278822 -0.00865396690767 0.0119889372136
0.988290904952 0.0723703391369 0.134326546904
-0.144995002225 0.719588379718 0.679094259367
-0.0475135403836 -0.690619358104 0.721655988468
-42.0767302137 11.0787614019 5.9979401441
1376.48278822 -0.00865396690767 0.0119889372136
0.299912974424 0.894537102244 0.331444686911
-0.910171806529 0.164255887088 0.380272647133
0.285726250759 -0.415720310144 0.863444922019
-29.1997602796 56.6136071991 -18.6083842169
1376.48278822 -0.00865396690767 0.0119889372136
0.176823611754 -0.936351730089 -0.30328014753
0.698585599198 -0.0976637637223 0.708829986562
-0.693333664926 -0.337205021931 0.636852574985
-8.5742822348 39.5591120891 -35.591072421
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
0.336060435769 0.883342680404 0.32675540162
-0.897558288781 0.195240186893 0.395310495261
0.285398846795 -0.426130236429 0.858464046917
-14.8108374528 21.5191750161 -0.197661814227
1376.48278822 -0.00865396690767 0.0119889372136
0.371612862987 0.869765340957 0.324672345193
-0.882306264648 0.222056031219 0.41500213778
0.288859023444 -0.440680576688 0.849918286605
7.7626578629 -27.1123119109 21.8313545262
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
0.198122456758 -0.935181871219 -0.293568322322
0.694914939666 -0.0772085289823 0.714935010809
-0.691260239531 -0.345649693758 0.634575110171
-6.48538112175 14.0988353953 -15.7664096461
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
-0.117708619878 -0.933486989857 -0.33874285317
0.847796973893 -0.272086820947 0.455202211027
-0.517092807786 -0.23360394182 0.823434409351
20.7994567752 6.57486920505 -9.58466349572
1376.48278822 -0.00865396690767 0.0119889372136
0.993640073033 -0.0671522416447 0.090387951104
-0.0141467542872 0.721907242358 0.691845215908
-0.111710673643 -0.688723826997 0.716365978757
34.4683284385 -7.41666352559 -7.03683642346
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
0.99024797505 0.0631612790859 0.124175684957
-0.131360121222 0.720203458051 0.681213254102
-0.0464054572523 -0.69088177848 0.721476889236
-30.5445063883 10.8505363251 3.76630999214
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
0.87544123503 0.41521548702 0.247383797665
-0.398962419356 0.331887938089 0.854797861774
0.272821611956 -0.847022134239 0.456203761667
11.7155569129 2.84390825624 -34.4538297407
1376.48278822 -0.00865396690767 0.0119889372136
0.97940003799 -0.20095187874 0.0198471160579
0.0586795447315 0.377275643055 0.924240120417
-0.193215622078 -0.904036189314 0.381295543898
-36.8473858502 2.96838932195 -46.052224862
0 0 0
0 0 0
0 0 0
0 0 0
0 0 0
1376.48278822 -0.00865396690767 0.0119889372136
0.993275512333 -0.0561821320967 0.101229070101
-0.0280380133957 0.731603658182 0.681153402061
-0.112328208413 -0.679411256432 0.725108763033
-45.7485416415 -7.65324270064 -6.0933143908
24.4548743097 28.9939653862 -22.5498083624
112 101 99
3 71 745 -297.0984 537.8352 59 5534 641.8992 -202.96032 28 2148 317.2296 -77.88264
47.2347812547 22.7858720148 -30.4099728843
62 51 49
2 55 3557 87.52824 -0.8422848 76 3074 -88.97928 -366.2496
-24.3929981118 28.1190866674 -31.7676776634
129 114 109
2 73 2506 -100.91832 -90.94464 53 2524 -815.4048 492.084
23.019662701 19.2842885803 -34.4881813866
119 106 100
2 55 5548 -930.7368 -74.14392 76 5921 -807.3648 -519.9456
14.5300014357 28.4846442437 -24.2404423832
40 26 25
6 73 5867 633.624 -297.756 6 5144 -183.29352 -32.17104 43 5314 51.58032 -1.8532704 74 4509 -473.5392 -128.08056 52 5557 -0.23535168 548.7144 53 5819 565.7856 554.4192
-39.5159325144 18.792986149 -43.2110993478
41 24 14
2 4 3607 959.5272 -60.7956 8 1859 -508.5816 128.72664
-5.42874868035 31.2649972413 -26.5732230886
132 117 114
2 53 3988 -155.00592 619.2888 8 4462 741.4272 735.4776
44.4299440167 29.129616623 -21.1208925154
28 16 16
3 71 5163 517.3176 473.6208 55 5228 48.23808 492.132 28 4916 703.14 -200.61072
16.9254187768 26.6621826262 -27.0247923482
60 44 45
2 17 4698 -989.8464 -836.4192 52 2482 74.25288 398.9952
4.21579345217 27.4978831863 -28.5972751451
122 108 105
5 73 894 390.3072 -279.9144 74 1494 -645.9672 -213.24504 53 601 160.12488 444.3432 52 565 -407.2152 430.9272 28 948 -45.1752 -45.2256
9.70410196819 25.0573145764 -30.1755765485
57 42 39
3 73 497 476.4216 -380.0952 43 927 -89.2608 -179.15256 52 536 -217.15128 300.0864
-3.22706887527 26.023713796 -31.1306043434
32 21 17
2 73 1171 230.11248 -265.9704 53 647 -109.3392 375.4392
9.78109909075 27.1514913345 -27.4283798401
27 13 13
2 71 4797 -879.7368 407.136 59 4531 147.96648 304.5264
-6.11061310069 25.6018393454 -32.7800878881
38 24 21
2 63 5675 -736.1376 -519.7392 8 962 679.8192 437.376
-0.469109181107 20.8406615687 -37.4977181557
111 97 94
2 52 3655 -611.9568 43.19736 59 4865 -292.692 371.616
33.5498716465 32.8438688318 -20.3606030562
61 47 46
2 71 1515 87.126 634.4304 28 1761 501.6024 -78.72576
54.399667148 32.4561020577 -17.3569643396
104 90 87
2 71 4672 947.9664 623.0448 55 4711 510.1536 643.1784
-12.7750728488 33.1453408507 -25.8891432086
105 91 88
3 73 5320 138.92592 -55.90176 53 5399 -393.624 704.412 15 5709 636.7848 108.13032
-7.12907526268 24.8987478595 -33.2845831572
124 109 102
2 73 335 143.10048 -274.8744 53 105 -250.6128 309.0384
33.5779260936 28.5245292268 -22.1804129046
120 105 100
5 71 372 72.19488 486.5832 55 321 -430.6272 513.4896 6 1036 107.36424 -39.15528 74 742 -160.5336 -76.4952 28 1270 483.6456 -140.42928
-51.7977352863 30.5684907567 -32.6298661966
26 13 7
2 73 4027 -446.7984 89.10792 8 5394 -879.0144 708.7608
-5.61547305853 27.3341930758 -30.6748976605
107 93 92
2 52 405 -764.3952 410.3016 28 589 -194.81472 -16.183968
11.9308163339 30.3956729981 -23.4985019635
43 29 28
4 74 5398 -514.6032 -106.99392 6 5135 -216.49416 -6.046632 52 5566 -93.16368 624.4944 28 4692 111.32688 -1.3164672
12.034563686 24.5233496092 -30.7424151376
25 13 13
2 43 1603 -26.27688 -200.15736 53 1655 417.4032 285.8736
44.9070904677 21.846605654 -31.360315437
122 108 105
6 43 91 828.06 -274.7016 55 84 -12.94824 -41.23488 52 74 1079.3472 11.142528 76 81 -155.59008 -404.5392 71 74 434.4768 -25.63368 17 531 -328.2408 -112.77816
1.48714110003 29.964533219 -26.3803077036
104 91 85
6 73 2324 364.56 -199.13664 52 2876 -492.6432 567.3744 74 3542 -691.0224 -165.28872 43 3309 -311.568 -4.688544 71 3037 -1165.1976 545.3376 53 2503 80.37624 572.0664
-4.76250448265 26.3551188324 -31.2779433576
50 38 38
2 57 1945 -553.7328 258.492 8 4768 740.4672 494.9424
39.5548539355 24.7587703553 -29.098421039
27 16 12
2 71 1193 249.9984 139.34232 74 2513 -57.46752 -193.42392
17.8498695532 30.5081425364 -22.2193526207
133 119 110
2 73 547 723.2952 -275.7 52 1460 144.00216 641.8968
-21.3669859641 30.8776706209 -27.947785679
110 96 93
3 73 1642 -19.254384 -39.74064 53 513 -704.904 646.1256 6 1155 -702.2736 -3.76476
56.8487052172 23.6050278193 -28.7839376351
121 110 108
2 55 3411 486.0984 11.280528 28 2795 905.4168 -487.8264
45.134210228 24.121248387 -27.8992994142
50 39 37
2 55 1260 21.19788 123.31032 76 923 -145.54392 -296.0544
-10.7985691121 29.5851558134 -27.949834243
121 106 103
5 63 5902 -1068.1272 -595.2528 53 5859 -350.448 572.064 6 5845 -556.3056 -30.67752 28 5558 -241.032 62.53608 8 5635 554.2656 687.3408
31.9796926528 25.6334842218 -27.7417452882
63 49 46
5 71 431 -27.63744 240.1416 55 229 -510.4272 251.3256 6 1014 72.5244 -131.73456 74 832 -179.51784 -178.0752 28 1282 410.4096 -238.76304
31.7489066833 30.0738234786 -21.5971401298
119 105 102
4 71 1144 4.618032 550.0032 6 2177 80.92344 -17.779056 74 3169 -192.09672 -59.0172 28 1056 456.42 -106.44072
-45.8030831811 25.4982068945 -36.7621273284
128 114 105
2 73 445 -433.7424 -28.878 8 1408 -697.2816 467.9688
27.2343022735 23.5522615657 -29.212457395
122 108 107
2 63 4941 -326.5728 232.01496 53 1334 973.68 238.28304
11.3643140712 19.3430581961 -36.6087119792
60 43 33
4 73 93 440.8104 -566.5344 63 5851 -297.2256 -145.99632 53 202 353.6232 17.549856 74 2425 -523.2816 -394.3416
38.3261993696 29.8473828848 -21.2818417673
129 115 114
9 52 1712 953.1792 546.9264 17 5258 -729.912 -68.55456 74 2770 -89.53464 -49.476 28 1606 581.4624 -149.68368 55 1483 -211.04544 541.9152 43 1952 702.6648 63.96456 71 1682 269.2488 518.6736 6 2131 179.39688 -27.32784 76 1960 -343.584 -42.41688
0.626694348356 29.4200030513 -27.7412177564
35 24 22
2 63 5450 -802.8552 -236.12496 8 277 948.1128 643.4592
46.9245240523 29.5142635636 -21.3400658911
34 22 22
2 55 4799 153.25416 473.4096 28 3954 751.0992 -219.82584
13.5386803707 25.1335250298 -29.1617654597
43 30 24
4 73 1183 564.2976 -403.26 63 3122 -493.0944 19.165584 53 619 484.6176 337.4928 28 1082 82.61208 -129.68544
-3.26161935403 27.4724228106 -29.9465304677
121 108 102
6 73 1216 244.1376 -234.76608 53 1162 -102.8664 438.1128 8 813 801.1128 552.3048 52 1161 -680.9448 423.6792 74 1854 -776.2296 -244.8504 63 3799 -786.4728 -382.0632
20.1480166433 25.9609381743 -26.985932074
55 40 37
2 73 5391 726.9168 -426.696 53 5365 741.54 389.5368
58.2866835645 34.325049936 -15.9827700201
69 55 54
4 55 3450 680.94 707.844 6 3397 480.024 34.242 74 3880 190.41 66.30984 28 2706 1028.9496 -179.41512
-16.1495584721 22.8892391762 -38.8838065436
36 18 16
3 74 2813 -1017.816 -442.86 43 2791 -776.9544 -353.4384 52 3411 -1126.0272 129.33768
1.52924547359 21.5407176291 -36.8004948906
125 110 103
5 73 5559 257.1456 -439.9872 63 401 -448.6128 -369.7968 53 5256 20.237064 106.53936 52 5452 -535.4184 68.99784 28 5341 -154.99752 -185.3664
66.766200814 28.0338773234 -22.289110025
28 17 15
3 55 5676 966.8664 271.032 6 5683 609.9288 -105.26928 74 5531 333.2376 -46.19304
46.9020057525 21.6220639407 -31.4603113881
48 33 26
2 17 4867 -301.776 -77.45352 52 1220 1152.5376 -7.14324
49.8383919894 25.7957600169 -26.6481798027
121 107 106
2 55 3173 224.81424 177.9864 74 4490 97.24392 -139.25352
19.9642437846 27.5428588916 -24.6465954951
63 49 49
2 53 2801 760.3848 497.2968 52 2746 209.14272 484.0968
-15.5111223066 29.8981605055 -28.3239317044
130 117 111
3 73 3060 64.2708 -94.05552 53 4552 -510.6696 588.9696 52 4855 -1122.7656 591.8544
42.8053364845 27.3484352862 -23.8695802407
29 19 20
3 55 4529 -42.81528 357.4752 76 4160 -210.6588 -150.53448 28 3675 647.2224 -247.8
-8.62551958804 22.2389571924 -36.2258378584
122 104 100
2 63 64 -622.4832 -662.2032 8 5652 574.7976 281.712
56.5539667758 28.7707221799 -20.3467034715
65 51 48
7 17 3306 -478.0272 256.908 74 6109 187.8444 -25.36104 28 6056 969.0912 -290.9208 55 5812 580.4544 428.4456 71 5795 1019.2752 422.9376 6 6048 460.4568 -55.54392 76 5986 196.0596 -59.49768
-0.60550088037 21.1091494707 -36.9150731009
119 104 97
7 73 5900 215.35632 -425.4456 6 5766 -446.6952 -228.4956 43 5921 -371.784 -368.1384 74 5903 -736.8816 -403.5216 28 5620 -190.74888 -176.33448 52 5642 -617.9616 64.49208 53 5843 -52.44048 103.88856
66.8147511835 24.2935800915 -27.5227316211
35 21 20
3 55 2699 894.7128 7.30188 6 2983 608.6496 -203.5344 74 4261 348.7008 -141.20064
-7.01593013605 24.0477076221 -35.1465227345
38 24 23
2 52 2762 -823.6032 213.36552 28 2007 -252.6 -89.80368
2.97193705002 21.5216837364 -36.5113381511
23 10 4
3 73 2396 285.8736 -450.048 53 3477 69.38328 107.2632 52 3623 -484.38 69.4164
66.2349931873 22.4500648804 -28.3156162044
118 104 101
3 42 266 -426.78 -825.3384 55 3570 880.9704 -67.488 1 3775 -38.8968 -317.0064
2.10537878044 11.0436586069 -41.1739640981
10 64 136
2 31 5 914.1888 650.0856 8 5780 1005.6936 -168.36936
42.5695232183 33.3677676738 -18.7975683473
51 36 31
3 71 5323 449.1384 650.7552 74 5018 -33.444 9.787176 28 4476 682.356 -113.55072
-24.1852908653 23.1322507753 -38.3113660019
124 108 108
3 53 2021 -819.048 211.9536 6 960 -790.7928 -186.66696 28 626 -491.46 -36.73536
-49.2644206864 19.3370141945 -44.0935004238
35 20 13
5 73 5917 -556.6752 -142.11624 4 5078 881.6496 113.92176 60 5550 -289.9944 84.85032 15 5669 -497.8752 693.7368 8 5702 -833.3136 152.31504
43.2944605857 32.4517885725 -19.1537517531
28 14 13
2 71 2331 478.2456 617.2848 55 2427 20.708496 644.7336
23.3751145276 27.843856947 -23.9647671469
44 30 30
2 17 2839 -932.2512 -527.8872 52 4943 349.0728 495.1872
6.74123848623 23.4839171467 -34.6420446446
34 19 12
2 73 4895 378.528 -435.6864 53 5378 205.56864 180.89256
-4.26613955861 19.2077157113 -38.6826677129
35 22 14
10 73 814 126.05616 -438.156 63 225 -436.4712 -562.5024 8 175 715.2 134.05008 52 244 -766.9032 -12.51288 53 157 -187.41312 31.31064 28 861 -264.8832 -190.84536 27 4625 881.9904 82.72872 74 175 -810.7296 -458.208 12 4387 891.0504 268.4952 6 354 -513.6168 -261.5184
53.9999323158 28.4653838576 -21.0840219607
132 118 117
3 71 4941 904.1304 404.4888 55 4884 460.1016 411.6864 28 4562 905.7024 -284.2464
2.32129059543 24.0123977435 -33.3619640277
124 108 95
7 73 35 306.8112 -369.2496 6 10 -388.3992 -164.0088 43 3 -289.968 -250.536 74 6 -680.4888 -316.848 28 24 -114.34056 -124.44192 52 1 -495.564 217.72872 53 5 65.71656 246.5112
25.5230091628 25.5168346987 -27.1341964163
110 96 93
7 73 1244 848.5056 -493.3224 6 2623 -25.03416 -112.85424 52 2176 403.452 323.6376 17 5708 -749.016 -514.608 74 3566 -285.2784 -179.754 28 1368 297.1344 -182.62632 53 2361 931.3344 350.2968
6.86206210937 22.6497633568 -35.4996519758
29 14 7
2 73 5229 371.1336 -459.636 53 4581 204.37152 140.74248
-25.2853930891 28.2408277454 -32.4468238158
69 53 53
2 43 3989 -1046.52 -134.97096 53 4374 -836.6472 476.8128
67.5762200803 23.9022009927 -27.2771250612
53 42 40
2 55 1195 937.1712 -1.7241216 28 2190 1175.1888 -567.876
-12.0088854409 24.7936584905 -34.5296585943
55 38 31
2 63 5391 -794.8776 -755.8944 8 3467 464.304 392.7312
16.249519079 24.5050629527 -30.0862952684
44 30 29
3 71 2086 -641.916 226.00152 6 2621 -172.64568 -141.61008 74 2141 -439.7664 -242.712
19.9347427235 24.0184883669 -29.8278263887
115 104 102
2 71 5180 -506.628 203.05728 59 2412 152.44896 -157.70904
20.0477711282 22.5570799058 -32.4622970421
46 32 31
2 71 4103 -506.7864 88.8768 59 659 54.50352 -211.89696
41.6623897872 28.7463280398 -22.4259128953
27 17 18
2 55 5600 -78.8064 450.7872 76 5641 -243.8208 -90.60504
39.8877239051 24.5252571666 -28.887843067
109 95 92
5 71 1288 264.864 137.89944 17 3702 -470.7312 -171.48336 76 1604 -297.1776 -300.4224 28 1625 549.1656 -328.6104 55 1283 -194.60424 135.51264
43.9792599189 25.4616671281 -27.0075627311
51 37 34
2 17 2291 -466.5072 -58.89408 52 5265 1093.956 227.90352
62.639240466 23.779341258 -27.8421274885
115 101 100
2 71 488 1139.5824 30.0576 55 384 730.8552 8.325672
8.44566865074 27.2876076451 -26.6871139846
129 115 112
7 73 1162 486.3456 -291.5616 6 1911 -280.1136 -62.52288 43 2039 -122.1144 -68.99496 74 2623 -576.3504 -181.59792 28 1066 25.7172 -45.82776 52 1268 -250.5816 470.0136 53 2608 326.1504 482.4672
17.5647703282 26.756859867 -26.168635062
51 38 32
4 73 4667 678.5688 -377.448 17 1466 -999.984 -795.6264 53 4376 657.2496 444.3192 52 4437 104.70096 426.4344
17.7354079327 19.7836176978 -35.5350871663
32 19 11
4 73 3916 585.4296 -616.0848 74 1196 -410.8944 -362.6232 53 846 578.5992 26.57136 52 1271 46.1484 -20.78004
41.6370963202 23.6901968175 -28.7949425223
116 101 98
2 55 5689 -127.9524 105.22176 74 6014 -22.484016 -194.95608
20.2179699047 27.1618578805 -25.0582148842
21 8 2
9 73 2347 747.936 -382.38 6 3027 -100.98144 -63.01152 74 3616 -376.3632 -143.5104 17 5699 -967.4568 -665.112 52 2804 216.58224 459.0192 28 2030 223.50048 -100.41624 71 2255 -481.1736 432.1032 53 2470 765.168 473.892 55 1456 -1016.9808 463.86
-24.0445216208 21.4166591205 -40.7386316413
38 24 23
2 53 521 -816.1752 115.02192 15 707 -202.95552 136.40328
16.4590848454 22.2043781061 -32.910982532
120 106 105
4 63 3418 -354.0288 7.481928 53 5804 554.3736 155.61 52 5621 16.251096 117.72456 6 5545 -177.45408 -198.48888
6.56267549342 25.9735842759 -30.0495861335
105 95 96
2 53 1385 231.85368 360.4392 52 1178 -329.3448 340.308
-26.0009226015 30.4171898635 -28.5141493562
95 81 80
2 57 521 -986.6712 -53.64096 8 533 14.118288 744.7896
-31.5725389843 26.516595905 -35.7099319838
128 112 113
2 53 3049 -1041.4464 379.5936 15 4020 -81.79584 476.7648
13.6400408254 26.3975993463 -28.1206992509
42 29 23
6 73 4510 576.8256 -372.816 52 4403 -57.59232 374.064 74 3565 -485.1432 -202.60296 28 4526 96.0816 -107.03352 71 4420 -731.8632 346.188 76 3735 -1094.4984 -235.45704
-12.9578924555 21.1577903526 -39.472151472
41 26 21
2 43 5054 -698.4528 -402.06 53 5284 -461.8584 93.85776
2.12710232681 29.8838202729 -26.6851811988
30 15 12
2 63 3504 -808.6536 -179.46336 8 1301 1016.3736 681.18
-9.43757931733 27.7702154032 -30.8945248773
41 29 31
4 43 1781 -610.0056 -124.69008 53 1193 -311.832 443.3736 52 1251 -896.7744 430.908 15 858 375.4056 -178.29216
51.068442809 30.9329571668 -18.7435950249
44 30 29
2 71 4140 806.4888 560.3688 28 4415 858.6888 -198.31776
31.9427724594 20.8728715029 -33.4368227085
120 105 98
2 6 897 60.59472 -245.2872 52 504 582.96 -6.920784
-33.6049734766 23.4622003403 -40.4863639761
119 105 104
2 60 983 107.41464 -382.32 8 2468 -284.3136 276.4728
-1.065758924 25.2222685703 -32.7646528548
115 104 102
2 43 3864 -381.288 -213.2844 52 3569 -609.0888 278.9064
30.7176542068 24.5787353922 -28.7343361644
129 115 114
2 17 950 -600.8184 -388.2864 52 3355 581.5392 223.84248
33.0779252442 30.875314733 -21.3606376374
25 11 10
2 71 2405 60.14976 565.476 28 3560 483.7296 -105.49752
16.1109226089 27.3146215716 -26.0589547523
106 92 91
7 73 5222 649.2456 -354.7368 52 5439 49.71408 448.4328 74 5595 -444.1392 -161.85096 59 335 289.8072 98.5416 28 4160 150.70704 -86.36928 71 5295 -639.2544 422.6592 6 4934 -163.74984 -68.3196
16.5266282608 20.9564890192 -34.6698215216
39 25 22
2 55 574 -1159.3392 9.006768 76 974 -989.2392 -477.0672
8.10549523651 26.3842865656 -26.9603357897
48 34 34
2 74 5241 -584.34 -193.86528 52 5266 -270.3648 445.3368
5.0743909549 23.0249428898 -34.8377059249
123 109 106
2 57 4895 -371.5944 321.5496 8 3389 1044.7512 285.9744
24.5661711341 26.4612739431 -26.2743648107
30 16 15
2 17 807 -811.6248 -529.212 52 1870 372.3696 378.3312
